entry,meaning,ipa,example_sentence,translated_sentence
pioneer,"【名】先駆者, 開拓者;【動】開拓する.",/paɪəˈnɪər/,He was a pioneer in the field of technology.,彼は技術の分野で先駆者だった。
poison,"【名】毒, 毒物;【動】毒を盛る.",/'pɔɪzn/,Be careful not to touch the poison.,毒に触れないように注意してください。
popularity,"【名】人気, 評判.",/pɒp.jʊˈlær.ɪ.ti/,The new movie is gaining popularity among audiences.,新しい映画は観客の間で人気を集めています。
predictable,"【形】予測可能な, 予想される.",/pɹɪˈdɪktəbəl/,The outcome of the experiment was predictable.,実験の結果は予測可能でした。
predecessor,"【名】前任者, 先駆者.",/prɪˈdɛsɛsər/,His predecessor retired last year.,彼の前任者は去年引退しました。
prejudice,"【名】偏見, 先入観;【動】偏見を持たせる.",/prɪˈdʒʊdɪs/,Prejudice is a harmful mindset that can lead to discrimination.,先入観は差別につながる有害な心構えです。
premium,"【名】保険料, 割増金;【形】高級な, プレミアムの.",/'priː.miəm/,I got a premium for subscribing to the magazine.,その雑誌の購読予約をして景品をもらった。
probable,"【形】ありそうな, 起こり得る.",/ˈprɑbəbəl/,It is probable that it will rain tomorrow.,明日は雨が降る可能性があります。
proclaim,"【動】宣言する, 公表する.",/prəˈkleɪm/,The president will proclaim a new policy tomorrow.,大統領は明日新しい政策を宣言する予定です。
prod,"【動】刺激する, 突き動かす.",/prɒd/,You need to prod the cattle to get them moving.,牛を動かすためには、牛を突かなければならない。
prosperous,"【形】繁栄している, 豊かな.",/prɒˈspɛrəs/,The city is prosperous with a booming economy and thriving businesses.,その都市は繁栄しており、経済も活況で、企業も繁盛しています。
rage,"【名】激怒, 猛威;【動】激怒する, 荒れ狂う.",/reɪdʒ/,He was filled with rage when he found out the truth.,彼は真実を知った時に激怒していた。
rally,"【動】結集する, 集まる;【名】集会, ラリー.",/ˈræli/,The protesters gathered in the park to rally against the government's new policies.,抗議者たちは公園で政府の新しい政策に抗議するために集まった。
receiver,"【名】受信者, 受取人.",/rɪˈsivər/,The receiver of the package was very happy.,パッケージの受取人はとても喜んでいました。
redeem,"【動】償還する, 救済する.",/ɹɪˈdim/,I redeemed my coupon for a free drink.,私は無料ドリンクのクーポンを使った。
remedy,"【名】治療法, 矯正手段;【動】治療する.",/rɛmədi/,This medicine is an effective remedy for cold symptoms.,この薬は風邪の症状の治療薬です。
reluctance,"【名】気が進まないこと, 消極性.",/ɹɪˈlʌktəns/,She showed reluctance to join the team.,彼女はチームに参加することに抵抗を示した。
remarkably,"【副】著しく, 驚くほど.",/rɪˈmɑːrkəbli/,She has made a remarkably quick recovery from her illness.,彼女は病気から著しく早く回復しました。
replicate,"【動】複製する, 再現する.",/ˈrɛplɪˌkeɪt/,Scientists are attempting to replicate the results of the initial experiment to confirm its validity.,科学者たちは、最初の実験の結果を再現し、その妥当性を確認しようとしている。
renew,"【動】更新する, 再開する.",/rɪˈnjuː/,I need to renew my passport before it expires.,パスポートの有効期限が切れる前に更新する必要があります。
revival,"【名】復興, 復活.",/rɪˈvaɪvəl/,The revival of the patient's health was a miracle.,患者の健康の回復は奇跡だった。
robust,"【形】強固な, たくましい.",/ˈroʊbʌst/,He has a robust immune system.,彼はたくましい免疫システムを持っています。
sacrifice,"【名】犠牲, 犠牲にすること;【動】犠牲にする.",/ˈsæk.rə.faɪs/,People often make sacrifices to please the gods.,人々は神々を喜ばせるためによく犠牲を捧げます。
scratch,"【動】引っかく, 引っかき傷をつける;【名】引っかき傷.",/skrætʃ/,I accidentally scratched my arm on a sharp edge.,尖ったもので、うっかり腕を引っかいてしまった。
segmentation,"【名】分割, 区分.",/sɛɡmɛnˈteɪʃən/,Segmentation is an important process in data analysis.,区分はデータ分析における重要なプロセスです。
sensible,"【形】賢明な, 思慮深い.",/'sɛnsəbəl/,She always gives sensible advice.,彼女はいつも賢明なアドバイスをしてくれます。
sensor,"【名】センサー, 感知器.",/'sɛnsɔr/,The sensor detected a change in temperature.,センサーは温度の変化を検知しました。
simplicity,"【名】簡素さ, 単純.",/sɪmˈplɪsɪti/,I love the simplicity of this design.,このデザインの簡単さが大好きです。
smuggle,【動】密輸する.,/ˈsmʌɡəl/,He was caught trying to smuggle drugs across the border.,彼は国境を越えて麻薬を密輸しようとしているところを捕まえられた。
spite,"【名】悪意, 恨み.",/spaɪt/,"She couldn't understand why he would resort to such spite, sabotaging her project just because she wouldn't go out with him.",彼女は、なぜ彼女が付き合わないからといって、彼がそのよう　に恨みに持って、彼女のプロジェクトを妨害するのか理解できなかった。
spur,"【動】拍車をかける, 刺激する.",/spɜːr/,His ambition spurred him to work harder.,彼の野望が彼をもっと一生懸命働くように駆り立てた。
statute,"【名】法令, 規則.",/stætʃuːt/,The [[statute of limitations]] for this crime is five years.,この犯罪の時効は5年である。
superior,"【形】優れている, 上位の.",/suːˈpɪəriər/,She is a superior athlete.,彼女は優れたアスリートです。
supervise,"【動】監督する, 指揮する.",/sʊpərˈvaɪz/,I supervise a team of workers.,私は労働者のチームを監督します。
supervisory,"【形】監督の, 監督に関する.",/suːˈpɜː(r)vɪz(ə)ri/,The supervisory role requires strong leadership skills.,監督の役割には強力なリーダーシップスキルが必要です。
suppress,"【動】抑圧する, 鎮圧する.",/səˈprɛs/,The police were able to suppress the rebellion and restore order.,警察は反乱を鎮圧し、秩序を回復することができました。
ton,【名】トン (重量の単位).,/tɒn/,The cargo ship can carry up to 10 tons of goods.,その貨物船は最大で10トンの貨物を運ぶことができます。
trademark,"【名】商標, トレードマーク.",/ˈtreɪdˌmɑrk/,The company registered their trademark to protect their brand identity.,会社は商標を登録してブランドのアイデンティティを保護しました。
transmission,"【名】送信, 伝達.",/trænzˈmɪʃən/,The transmission of information through the internet is fast and efficient.,インターネットを通じた情報の伝送は速くて効率的です。
trim,"【動】切り取る, 刈り取る.",/trɪm/,I need to trim the hedges in my garden.,私は庭の生け垣を整える必要があります。
unfavorable,"【形】好ましくない, 不利な.",/ʌnˈfeɪvərəbəl/,The weather forecast for tomorrow is unfavorable for outdoor activities.,明日の天気予報は屋外活動には不利です。
unhappy,"【形】不満な, 悲しい.",/ʌnˈhæpi/,She felt unhappy after receiving the bad news.,彼女は悪い知らせを受けて悲しかった。
unpredictable,"【形】予測できない, 予測不能な.",/ʌnprɪˈdɪktəbəl/,The weather in this city is unpredictable.,この街の天気は予言できない。
upward,"【形】上向きの, 上昇する.",/ˈʌpwərd/,The bird flew upward into the sky.,鳥は上のほうへ空に飛んでいった。
vest,"【名】ベスト, 胴衣.",/vɛst/,He wore a vest to the formal event.,彼はフォーマルなイベントにチョッキを着ていました。
viable,"【形】実行可能な, 実現可能な.",/ˈvaɪəbəl/,This plan is not viable.,この計画は実行可能ではありません。
warrant,"【動】保証する, 正当化する.",/ˈwɒrənt/,The police obtained a warrant to search the suspect's house.,警察は容疑者の家を捜索するための令状を取得しました。
warranty,"【名】保証, 保証書.",/wɔːrənti/,The warranty on this product is valid for one year.,この製品の保証期間は1年間です。
semi,【形】半分の;【名】半分.,/ˈsɛmi/,I ate a semi-ripe banana.,私は半熟のバナナを食べました。
fax,"【名】ファックス, ファクシミリ.",/fæks/,I need to send a fax to the office.,オフィスにファックスを送る必要があります。
logo,"【名】ロゴ, シンボルマーク.",/'loʊɡoʊ/,The company redesigned its logo to give it a more modern look.,会社はロゴを再デザインして、より現代的な印象にしました。
effectiveness,"【名】有効性, 効果.",/ɪˈfɛktɪvnəs/,The effectiveness of this new treatment is still being studied.,この新しい治療の効果はまだ研究中です。
multi,"【接頭辞】複数の, 多くの.",/ˈmʌlti/,Multiculturalism is the key to a thriving society.,多文化主義は繁栄する社会の鍵です。
